codigo_uc;municipio;uf
0000.17.1501;MONTE SANTO DO TOCANTINS;TO
0000.17.1501;PIUM;TO
0000.21.1882;SÃO LUÍS;MA
0000.21.1885;ALCÂNTARA;MA
0000.21.1885;BACURI;MA
0000.21.1885;BEQUIMÃO;MA
0000.21.1885;CÂNDIDO MENDES;MA
0000.21.1885;CARUTAPERA;MA
0000.21.1885;CEDRAL;MA
0000.21.1885;CURURUPU;MA
0000.21.1885;GODOFREDO VIANA;MA
0000.21.1885;GUIMARÃES;MA
0000.21.1885;LUÍS DOMINGUES;MA
0000.21.1885;MIRINZAL;MA
0000.21.1885;TURIAÇU;MA
0000.21.1886;CURURUPU;MA
0000.21.1887;ANAJATUBA;MA
0000.21.1887;BEQUIMÃO;MA
0000.21.1887;CAJARI;MA
0000.21.1887;LAGO VERDE;MA
0000.21.1887;MAFRA;SC
0000.21.1887;MATINHA;MA
0000.21.1887;MIRINZAL;MA
0000.21.1887;MONÇÃO;MA
0000.21.1887;OLHO D'ÁGUA DAS CUNHÃS;MA
0000.21.1887;PALMEIRÂNDIA;MA
0000.21.1887;PENALVA;MA
0000.21.1887;PERI MIRIM;MA
0000.21.1887;PINDARÉ-MIRIM;MA
0000.21.1887;PINHEIRO;MA
0000.21.1887;PIO XII;MA
0000.21.1887;SANTA HELENA;MA
0000.21.1887;SÃO BENTO;MA
0000.21.1887;SÃO MATEUS DO MARANHÃO;MA
0000.21.1887;SÃO VICENTE FERRER;MA
0000.21.1887;UNIÃO;PI
0000.21.1887;VIANA;MA
0000.21.1887;VITÓRIA DO MEARIM;MA
0000.21.1888;AXIXÁ;MA
0000.21.1888;BARREIRINHAS;MA
0000.21.1888;HUMBERTO DE CAMPOS;MA
0000.21.1888;ICATU;MA
0000.21.1888;MORROS;MA
0000.21.1888;PAÇO DO LUMIAR;MA
0000.21.1888;PRESIDENTE JUSCELINO;MA
0000.21.1888;PRIMEIRA CRUZ;MA
0000.21.1888;RAPOSA;MA
0000.21.1888;ROSÁRIO;MA
0000.21.1888;SANTA QUITÉRIA DO MARANHÃO;MA
0000.21.1888;SANTA RITA;MA
0000.21.1888;SÃO BENEDITO DO RIO PRETO;MA
0000.21.1888;SÃO BERNARDO;MA
0000.21.1888;SÃO JOSÉ DE RIBAMAR;MA
0000.21.1888;SÃO LUÍS;MA
0000.21.1888;URBANO SANTOS;MA
0000.21.1889;ÁGUA DOCE DO MARANHÃO;MA
0000.21.1889;ARAIOSES;MA
0000.21.1889;BARREIRINHAS;MA
0000.21.1889;TUTÓIA;MA
0000.21.1890;SÃO JOSÉ DE RIBAMAR;MA
0000.21.1890;SÃO LUÍS;MA
0000.21.1891;SÃO LUÍS;MA
0000.21.1892;AFONSO CUNHA;MA
0000.21.1892;BURITI;MA
0000.21.1892;COELHO NETO;MA
0000.21.1892;DUQUE BACELAR;MA
0000.21.1893;SÃO LUÍS;MA
0000.21.1963;FERNANDO FALCÃO;MA
0000.21.1963;FORMOSA DA SERRA NEGRA;MA
0000.21.1963;MIRADOR;MA
0000.21.3543;CURURUPU;MA
0000.21.3544;CURURUPU;MA
0000.22.3723;BURITI DOS MONTES;PI
0000.22.4800;CAMPO MAIOR;PI
0000.22.4801;LUÍS CORREIA;PI
0000.22.4801;PARNAÍBA;PI
0000.22.4805;BREJO DO PIAUÍ;PI
0000.22.4805;JUREMA;PI
0000.22.4805;SÃO BRAZ DO PIAUÍ;PI
0000.22.4805;SÃO RAIMUNDO NONATO;PI
0000.22.4806;TERESINA;PI
0000.22.4807;CURIMATÁ;PI
0000.22.4807;REDENÇÃO DO GURGUÉIA;PI
0000.22.4808;ACAUÃ;PI
0000.22.4809;CAJUEIRO DA PRAIA;PI
0000.22.4811;BAIXA GRANDE DO RIBEIRO;PI
0000.22.4811;BOM JESUS;PI
0000.22.4811;GILBUÉS;PI
0000.22.4811;MONTE ALEGRE DO PIAUÍ;PI
0000.22.4811;SANTA FILOMENA;PI
0000.22.4812;BARREIRAS DO PIAUÍ;PI
0000.22.4812;GILBUÉS;PI
0000.22.4812;SÃO GONÇALO DO GURGUÉIA;PI
0000.22.4827;NAZARÉ DO PIAUÍ;PI
0000.22.4827;SÃO FRANCISCO DO PIAUÍ;PI
0000.22.4828;ALTO LONGÁ;PI
0000.22.4841;BATALHA;PI
0000.22.4841;ESPERANTINA;PI
0000.22.4842;PAULISTANA;PI
0000.22.4991;BREJO DO PIAUÍ;PI
0000.22.4991;CANTO DO BURITI;PI
0000.22.4991;PAJEÚ DO PIAUÍ;PI
0000.23.0946;ARATUBA;CE
0000.23.0946;BATURITÉ;CE
0000.23.0946;CAPISTRANO;CE
0000.23.0946;CARIDADE;CE
0000.23.0946;GUARAMIRANGA;CE
0000.23.0946;MULUNGU;CE
0000.23.0946;PACOTI;CE
0000.23.0946;REDENÇÃO;CE
0000.23.0947;FORTALEZA;CE
0000.23.0948;GUAIÚBA;CE
0000.23.0948;MARANGUAPE;CE
0000.23.0948;PACATUBA;CE
0000.23.0949;CAUCAIA;CE
0000.23.0950;PARACURU;CE
0000.23.0950;SÃO GONÇALO DO AMARANTE;CE
0000.23.0951;CAUCAIA;CE
0000.23.0951;FORTALEZA;CE
0000.23.0952;CAUCAIA;CE
0000.23.0952;SÃO GONÇALO DO AMARANTE;CE
0000.23.0953;BEBERIBE;CE
0000.23.0954;IPU;CE
0000.23.0955;PARACURU;CE
0000.23.0955;PARAIPABA;CE
0000.23.0956;ITAPIPOCA;CE
0000.23.0956;TRAIRI;CE
0000.23.0957;PARACURU;CE
0000.23.0958;PARAIPABA;CE
0000.23.0959;AQUIRAZ;CE
0000.23.0959;EUSÉBIO;CE
0000.23.0959;FORTALEZA;CE
0000.23.0960;QUIXADÁ;CE
0000.23.0961;BEBERIBE;CE
0000.23.0962;CRUZ;CE
0000.23.0962;JIJOCA DE JERICOACOARA;CE
0000.23.0963;FORTALEZA;CE
0000.23.0963;ITAITINGA;CE
0000.23.0963;MARACANAÚ;CE
0000.23.0963;PACATUBA;CE
0000.23.1930;CRATO;CE
0000.23.1931;CAUCAIA;CE
0000.23.1932;FORTALEZA;CE
0000.23.1933;GRANJA;CE
0000.23.1933;VIÇOSA DO CEARÁ;CE
0000.23.3483;INDEPENDÊNCIA;CE
0000.23.3483;PEDRA BRANCA;CE
0000.23.3483;TAUÁ;CE
0000.23.3707;SANTANA DO CARIRI;CE
0000.23.3713;BARBALHA;CE
0000.23.3729;GUARAMIRANGA;CE
0000.23.3807;FORTALEZA;CE
0000.23.3947;ANTONINA DO NORTE;CE
0000.23.3947;SABOEIRO;CE
0000.23.4064;MARACANAÚ;CE
0000.23.4129;ITATIRA;CE
0000.23.4129;MADALENA;CE
0000.23.4246;CRATEÚS;CE
0000.23.4246;IPAPORANGA;CE
0000.23.4246;PORANGA;CE
0000.23.4260;CRATO;CE
0000.23.4261;CRATEÚS;CE
0000.23.4261;PORANGA;CE
0000.23.4273;SANTANA DO CARIRI;CE
0000.23.4275;AQUIRAZ;CE
0000.23.4278;FORTALEZA;CE
0000.23.4278;MARACANAÚ;CE
0000.23.4278;MARANGUAPE;CE
0000.23.4294;SANTANA DO CARIRI;CE
0000.23.4640;ICAPUÍ;CE
0000.23.4865;APUIARÉS;CE
0000.23.4866;AQUIRAZ;CE
0000.23.4866;GUAIÚBA;CE
0000.23.4866;HORIZONTE;CE
0000.23.4866;ITAITINGA;CE
0000.23.4866;PACAJUS;CE
0000.23.4866;PACATUBA;CE
0000.23.4867;EUSÉBIO;CE
0000.23.4867;FORTALEZA;CE
0000.23.4868;JUAZEIRO DO NORTE;CE
0000.23.4869;GUARAMIRANGA;CE
0000.23.4870;CRATO;CE
0000.23.4872;GUARAMIRANGA;CE
0000.23.4873;GUARAMIRANGA;CE
0000.23.4874;CRATO;CE
0000.24.1468;GUAMARÉ;RN
0000.24.1468;MACAU;RN
0000.24.1469;MAXARANGUAPE;RN
0000.24.1469;RIO DO FOGO;RN
0000.24.1469;TOUROS;RN
0000.24.1470;EXTREMOZ;RN
0000.24.1470;NATAL;RN
0000.24.1471;ARÊS;RN
0000.24.1471;GOIANINHA;RN
0000.24.1471;NÍSIA FLORESTA;RN
0000.24.1471;SÃO JOSÉ DE MIPIBU;RN
0000.24.1471;SENADOR GEORGINO AVELINO;RN
0000.24.1471;TIBAU DO SUL;RN
0000.24.1472;CANGUARETAMA;RN
0000.24.1472;ESPÍRITO SANTO;RN
0000.24.1472;PEDRO VELHO;RN
0000.24.1473;TIBAU DO SUL;RN
0000.24.1475;NATAL;RN
0000.24.4031;AREIA BRANCA;RN
0000.24.4031;PORTO DO MANGUE;RN
0000.24.4598;MARTINS;RN
0000.24.4947;TIBAU DO SUL;RN
0000.25.0483;ARARUNA;PB
0000.25.0484;CABEDELO;PB
0000.25.0485;SÃO JOÃO DO TIGRE;PB
0000.25.0488;BAYEUX;PB
0000.25.0490;ALHANDRA;PB
0000.25.0490;CONDE;PB
0000.25.0490;PITIMBU;PB
0000.25.0901;AREIA;PB
0000.25.0902;BOA VISTA;PB
0000.25.0902;CABACEIRAS;PB
0000.25.0902;SÃO JOÃO DO CARIRI;PB
0000.25.0904;SOUSA;PB
0000.25.2309;BANANEIRAS;PB
0000.25.2309;PIRPIRITUBA;PB
0000.25.2330;BANANEIRAS;PB
0000.25.2331;MAMANGUAPE;PB
0000.25.2336;MÃE D'ÁGUA;PB
0000.25.2336;MATURÉIA;PB
0000.25.2337;CAMPINA GRANDE;PB
0000.25.3124;JOÃO PESSOA;PB
0000.25.3802;JOÃO PESSOA;PB
0000.25.3846;CABEDELO;PB
0000.25.3846;JOÃO PESSOA;PB
0000.26.0964;PAULISTA;PE
0000.26.0966;RECIFE;PE
0000.26.0967;BARREIROS;PE
0000.26.0967;RIO FORMOSO;PE
0000.26.0967;SIRINHAÉM;PE
0000.26.0967;TAMANDARÉ;PE
0000.26.0969;BELO JARDIM;PE
0000.26.0974;GOIANA;PE
0000.26.0975;RIO FORMOSO;PE
0000.26.0975;SIRINHAÉM;PE
0000.26.1928;ABREU E LIMA;PE
0000.26.1928;ARAÇOIABA;PE
0000.26.1928;CAMARAGIBE;PE
0000.26.1928;IGARASSU;PE
0000.26.1928;PAUDALHO;PE
0000.26.1928;PAULISTA;PE
0000.26.1928;RECIFE;PE
0000.26.1928;SÃO LOURENÇO DA MATA;PE
0000.26.1929;GOIANA;PE
0000.26.1929;ILHA DE ITAMARACÁ;PE
0000.26.1929;ITAPISSUMA;PE
0000.26.2239;ILHA DE ITAMARACÁ;PE
0000.26.2240;ILHA DE ITAMARACÁ;PE
0000.26.2241;ILHA DE ITAMARACÁ;PE
0000.26.2242;ILHA DE ITAMARACÁ;PE
0000.26.2243;ILHA DE ITAMARACÁ;PE
0000.26.2244;ILHA DE ITAMARACÁ;PE
0000.26.2247;ABREU E LIMA;PE
0000.26.2248;CABO DE SANTO AGOSTINHO;PE
0000.26.2249;CABO DE SANTO AGOSTINHO;PE
0000.26.2250;CABO DE SANTO AGOSTINHO;PE
0000.26.2251;CABO DE SANTO AGOSTINHO;PE
0000.26.2251;MORENO;PE
0000.26.2252;CABO DE SANTO AGOSTINHO;PE
0000.26.2252;MORENO;PE
0000.26.2253;CABO DE SANTO AGOSTINHO;PE
0000.26.2253;JABOATÃO DOS GUARARAPES;PE
0000.26.2253;MORENO;PE
0000.26.2254;IGARASSU;PE
0000.26.2255;MORENO;PE
0000.26.2256;MORENO;PE
0000.26.2257;SÃO LOURENÇO DA MATA;PE
0000.26.2560;SÃO LOURENÇO DA MATA;PE
0000.26.3239;JABOATÃO DOS GUARARAPES;PE
0000.26.3268;SERRA TALHADA;PE
0000.26.3283;CABO DE SANTO AGOSTINHO;PE
0000.26.3303;RECIFE;PE
0000.26.3304;RECIFE;PE
0000.26.3307;LAGOA DOS GATOS;PE
0000.26.3308;CABO DE SANTO AGOSTINHO;PE
0000.26.3309;GRAVATÁ;PE
0000.26.3311;GRAVATÁ;PE
0000.26.3312;FLORESTA;PE
0000.26.3313;BREJO DA MADRE DE DEUS;PE
0000.26.3313;SÃO CAITANO;PE
0000.26.3313;TACAIMBÓ;PE
0000.26.3314;CABO DE SANTO AGOSTINHO;PE
0000.26.3314;IPOJUCA;PE
0000.26.3315;PETROLINA;PE
0000.26.3316;IPOJUCA;PE
0000.26.3317;SÃO VICENTE FÉRRER;PE
0000.26.3318;LAGOA GRANDE;PE
0000.26.3318;PETROLINA;PE
0000.26.3318;SANTA MARIA DA BOA VISTA;PE
0000.26.3319;MACAPARANA;PE
0000.26.3319;TIMBAÚBA;PE
0000.26.3319;VICÊNCIA;PE
0000.26.3320;PETROLINA;PE
0000.26.3322;SÃO LOURENÇO DA MATA;PE
0000.26.3328;JABOATÃO DOS GUARARAPES;PE
0000.26.3329;SÃO LOURENÇO DA MATA;PE
0000.26.3330;RECIFE;PE
0000.26.3331;QUIPAPÁ;PE
0000.26.3395;SÃO LOURENÇO DA MATA;PE
0000.26.3744;SIRINHAÉM;PE
0000.26.3751;IPOJUCA;PE
0000.26.3785;GRAVATÁ;PE
0000.26.3785;PASSIRA;PE
0000.26.3786;AGRESTINA;PE
0000.26.3786;ALTINHO;PE
0000.26.3944;AFOGADOS DA INGAZEIRA;PE
0000.26.3944;CARNAÍBA;PE
0000.26.4016;CABROBÓ;PE
0000.26.4016;SALGUEIRO;PE
0000.26.4191;BELO JARDIM;PE
0000.26.4191;BREJO DA MADRE DE DEUS;PE
0000.26.4192;JATAÚBA;PE
0000.26.4192;POÇÃO;PE
0000.26.4193;BELO JARDIM;PE
0000.26.4193;BREJO DA MADRE DE DEUS;PE
0000.26.4193;TAQUARITINGA DO NORTE;PE
0000.26.4193;VERTENTES;PE
0000.26.4889;PAUDALHO;PE
0000.26.4889;SÃO LOURENÇO DA MATA;PE
0000.27.0887;COQUEIRO SECO;AL
0000.27.0887;MACEIÓ;AL
0000.27.0887;MARECHAL DEODORO;AL
0000.27.0920;COQUEIRO SECO;AL
0000.27.0920;MACEIÓ;AL
0000.27.0920;RIO LARGO;AL
0000.27.0920;SANTA LUZIA DO NORTE;AL
0000.27.0920;SATUBA;AL
0000.27.0921;FELIZ DESERTO;AL
0000.27.0921;PENEDO;AL
0000.27.0921;PIAÇABUÇU;AL
0000.27.0922;MACEIÓ;AL
0000.27.0922;MESSIAS;AL
0000.27.0922;RIO LARGO;AL
0000.27.0923;BRANQUINHA;AL
0000.27.0923;COLÔNIA LEOPOLDINA;AL
0000.27.0923;IBATEGUARA;AL
0000.27.0923;JOAQUIM GOMES;AL
0000.27.0923;MESSIAS;AL
0000.27.0923;MURICI;AL
0000.27.0923;NOVO LINO;AL
0000.27.0923;SÃO JOSÉ DA LAJE;AL
0000.27.0923;UNIÃO DOS PALMARES;AL
0000.27.1607;MACEIÓ;AL
0000.27.1608;MACEIÓ;AL
0000.27.1610;SÃO JOSÉ DA LAJE;AL
0000.27.1611;MURICI;AL
0000.27.2576;ÁGUA BRANCA;AL
0000.27.2676;JUNQUEIRO;AL
0000.27.2678;SANTANA DO IPANEMA;AL
0000.27.2682;PENEDO;AL
0000.27.2683;TANQUE D'ARCA;AL
0000.27.2684;TANQUE D'ARCA;AL
0000.27.2690;SANTANA DO IPANEMA;AL
0000.27.2691;OURO BRANCO;AL
0000.27.3462;PÃO DE AÇÚCAR;AL
0000.27.3579;BARRA DE SÃO MIGUEL;AL
0000.27.3580;BARRA DE SÃO MIGUEL;AL
0000.27.3582;BARRA DE SÃO MIGUEL;AL
0000.27.3609;SÃO MIGUEL DOS CAMPOS;AL
0000.27.3721;PILAR;AL
0000.27.3804;RIO LARGO;AL
0000.27.3809;PENEDO;AL
0000.27.3810;PENEDO;AL
0000.27.3811;MACEIÓ;AL
0000.27.3812;PENEDO;AL
0000.27.3819;CORURIPE;AL
0000.27.3869;BARRA DE SANTO ANTÔNIO;AL
0000.27.3879;BARRA DE SÃO MIGUEL;AL
0000.27.3880;BARRA DE SÃO MIGUEL;AL
0000.27.3881;BARRA DE SÃO MIGUEL;AL
0000.27.3882;BARRA DE SÃO MIGUEL;AL
0000.27.3946;BOCA DA MATA;AL
0000.27.4041;PORTO CALVO;AL
0000.27.4041;PORTO DE PEDRAS;AL
0000.27.4042;PORTO CALVO;AL
0000.27.4043;SANTANA DO IPANEMA;AL
0000.27.4108;JAPARATINGA;AL
0000.27.4199;SÃO LUÍS DO QUITUNDE;AL
0000.27.4200;SÃO MIGUEL DOS CAMPOS;AL
0000.27.4202;CAMPO ALEGRE;AL
0000.27.4203;MARECHAL DEODORO;AL
0000.27.4205;UNIÃO DOS PALMARES;AL
0000.27.4206;UNIÃO DOS PALMARES;AL
0000.27.4207;UNIÃO DOS PALMARES;AL
0000.27.4345;FELIZ DESERTO;AL
0000.27.4345;PIAÇABUÇU;AL
0000.27.4346;FELIZ DESERTO;AL
0000.27.4347;FELIZ DESERTO;AL
0000.27.4374;FLEXEIRAS;AL
0000.27.4374;MURICI;AL
0000.27.4375;CANAPI;AL
0000.27.4375;MARAVILHA;AL
0000.27.4375;OURO BRANCO;AL
0000.27.4375;POÇO DAS TRINCHEIRAS;AL
0000.27.4375;SANTANA DO IPANEMA;AL
0000.27.4606;SÃO JOSÉ DA TAPERA;AL
0000.27.4607;SÃO JOSÉ DA TAPERA;AL
0000.27.4608;SÃO JOSÉ DA TAPERA;AL
0000.27.4706;CORURIPE;AL
0000.27.4937;ÁGUA BRANCA;AL
0000.27.4949;CORURIPE;AL
0000.27.4950;CORURIPE;AL
0000.27.4964;RIO LARGO;AL
0000.27.4964;SATUBA;AL
0000.27.4975;QUEBRANGULO;AL
0000.28.0793;ESTÂNCIA;SE
0000.28.0793;INDIAROBA;SE
0000.28.0793;ITAPORANGA D'AJUDA;SE
0000.28.0793;SANTA LUZIA DO ITANHY;SE
0000.28.0794;ARACAJU;SE
0000.28.1603;CANINDÉ DE SÃO FRANCISCO;SE
0000.28.1603;POÇO REDONDO;SE
0000.28.1604;CAPELA;SE
0000.28.4118;BARRA DOS COQUEIROS;SE
0000.28.4118;SANTO AMARO DAS BROTAS;SE
0000.29.0294;WENCESLAU GUIMARÃES;BA
0000.29.0295;MORRO DO CHAPÉU;BA
0000.29.0296;MORRO DO CHAPÉU;BA
0000.29.0297;MIGUEL CALMON;BA
0000.29.0298;ABAÍRA;BA
0000.29.0298;PIATÃ;BA
0000.29.0299;CAMAÇARI;BA
0000.29.0299;CANDEIAS;BA
0000.29.0299;DIAS D'ÁVILA;BA
0000.29.0299;LAURO DE FREITAS;BA
0000.29.0299;SALVADOR;BA
0000.29.0299;SÃO FRANCISCO DO CONDE;BA
0000.29.0299;SÃO SEBASTIÃO DO PASSÉ;BA
0000.29.0299;SIMÕES FILHO;BA
0000.29.0300;ITABERABA;BA
0000.29.0300;RUY BARBOSA;BA
0000.29.0301;CAIRU;BA
0000.29.0301;JIQUIRIÇÁ;BA
0000.29.0301;NILO PEÇANHA;BA
0000.29.0301;TAPEROÁ;BA
0000.29.0301;TEOLÂNDIA;BA
0000.29.0301;UBAÍRA;BA
0000.29.0301;VALENÇA;BA
0000.29.0301;WENCESLAU GUIMARÃES;BA
0000.29.0302;SALVADOR;BA
0000.29.0303;VALENÇA;BA
0000.29.0304;CAIRU;BA
0000.29.0305;BARREIRAS;BA
0000.29.0305;LUÍS EDUARDO MAGALHÃES;BA
0000.29.0306;ALCOBAÇA;BA
0000.29.0306;CARAVELAS;BA
0000.29.0307;ABAÍRA;BA
0000.29.0307;ÉRICO CARDOSO;BA
0000.29.0307;PIATÃ;BA
0000.29.0307;RIO DE CONTAS;BA
0000.29.0307;RIO DO PIRES;BA
0000.29.0308;PORTO SEGURO;BA
0000.29.0308;SANTA CRUZ CABRÁLIA;BA
0000.29.0309;ITACARÉ;BA
0000.29.0309;URUÇUCA;BA
0000.29.0310;PORTO SEGURO;BA
0000.29.0311;IRAQUARA;BA
0000.29.0311;LENÇÓIS;BA
0000.29.0311;PALMEIRAS;BA
0000.29.0311;SEABRA;BA
0000.29.0312;ALMADINA;BA
0000.29.0312;COARACI;BA
0000.29.0312;ILHÉUS;BA
0000.29.0312;ITAJUÍPE;BA
0000.29.0312;URUÇUCA;BA
0000.29.0313;CAMAÇARI;BA
0000.29.0313;SALVADOR;BA
0000.29.0314;JOÃO DOURADO;BA
0000.29.0314;MORRO DO CHAPÉU;BA
0000.29.0314;SÃO GABRIEL;BA
0000.29.0315;SALVADOR;BA
0000.29.0316;CAMAÇARI;BA
0000.29.0317;BARRA;BA
0000.29.0317;PILÃO ARCADO;BA
0000.29.0317;XIQUE-XIQUE;BA
0000.29.0318;ANTÔNIO CARDOSO;BA
0000.29.0318;CABACEIRAS DO PARAGUAÇU;BA
0000.29.0318;CACHOEIRA;BA
0000.29.0318;CONCEIÇÃO DA FEIRA;BA
0000.29.0318;FEIRA DE SANTANA;BA
0000.29.0318;GOVERNADOR MANGABEIRA;BA
0000.29.0318;MURITIBA;BA
0000.29.0318;SANTO ESTÊVÃO;BA
0000.29.0318;SÃO FÉLIX;BA
0000.29.0318;SÃO GONÇALO DOS CAMPOS;BA
0000.29.0319;IBIRAPITANGA;BA
0000.29.0319;IGRAPIÚNA;BA
0000.29.0319;ITUBERÁ;BA
0000.29.0319;NILO PEÇANHA;BA
0000.29.0319;PIRAÍ DO NORTE;BA
0000.29.0320;CACHOEIRA;BA
0000.29.0320;CANDEIAS;BA
0000.29.0320;ITAPARICA;BA
0000.29.0320;JAGUARIPE;BA
0000.29.0320;MADRE DE DEUS;BA
0000.29.0320;MARAGOGIPE;BA
0000.29.0320;SALINAS DA MARGARIDA;BA
0000.29.0320;SALVADOR;BA
0000.29.0320;SANTO AMARO;BA
0000.29.0320;SÃO FRANCISCO DO CONDE;BA
0000.29.0320;SAUBARA;BA
0000.29.0320;SIMÕES FILHO;BA
0000.29.0320;VERA CRUZ;BA
0000.29.0321;SALVADOR;BA
0000.29.0321;SIMÕES FILHO;BA
0000.29.0322;JEREMOABO;BA
0000.29.0323;CONDE;BA
0000.29.0323;ENTRE RIOS;BA
0000.29.0323;ESPLANADA;BA
0000.29.0323;JANDAÍRA;BA
0000.29.0323;MATA DE SÃO JOÃO;BA
0000.29.0325;ILHÉUS;BA
0000.29.0325;ITACARÉ;BA
0000.29.0325;URUÇUCA;BA
0000.29.0326;JANDAÍRA;BA
0000.29.0327;BELMONTE;BA
0000.29.0327;SANTA CRUZ CABRÁLIA;BA
0000.29.0328;CAMAMU;BA
0000.29.0328;ITACARÉ;BA
0000.29.0328;MARAÚ;BA
0000.29.0329;GENTIO DO OURO;BA
0000.29.0329;XIQUE-XIQUE;BA
0000.29.0898;FORMOSA DO RIO PRETO;BA
0000.29.0898;SANTA RITA DE CÁSSIA;BA
0000.29.1014;SANTO AMARO;BA
0000.29.1015;CASA NOVA;BA
0000.29.1015;PILÃO ARCADO;BA
0000.29.1015;REMANSO;BA
0000.29.1015;SENTO SÉ;BA
0000.29.1015;SOBRADINHO;BA
0000.29.1016;FORMOSA DO RIO PRETO;BA
0000.29.1016;MANSIDÃO;BA
0000.29.1016;SANTA RITA DE CÁSSIA;BA
0000.29.1017;SÃO DESIDÉRIO;BA
0000.29.1569;IGUAÍ;BA
0000.29.2013;PORTO SEGURO;BA
0000.29.2014;UNA;BA
0000.29.2016;CANDIBA;BA
0000.29.2016;GUANAMBI;BA
0000.29.2016;PALMAS DE MONTE ALTO;BA
0000.29.2016;PINDAÍ;BA
0000.29.2016;SEBASTIÃO LARANJEIRAS;BA
0000.29.2016;URANDI;BA
0000.29.2018;PRADO;BA
0000.29.2026;MORRO DO CHAPÉU;BA
0000.29.2029;GUARATINGA;BA
0000.29.2030;PRADO;BA
0000.29.2031;PORTO SEGURO;BA
0000.29.2056;PRADO;BA
0000.29.2057;PRADO;BA
0000.29.2603;UNA;BA
0000.29.2703;PRADO;BA
0000.29.2763;PRADO;BA
0000.29.2796;PORTO SEGURO;BA
0000.29.2853;ILHÉUS;BA
0000.29.2854;PRADO;BA
0000.29.2929;CAMAMU;BA
0000.29.2930;CAMAMU;BA
0000.29.2931;CAMAMU;BA
0000.29.2932;CAMAMU;BA
0000.29.2933;CAMAMU;BA
0000.29.2948;PRADO;BA
0000.29.3173;PRADO;BA
0000.29.3201;ENTRE RIOS;BA
0000.29.3202;PORTO SEGURO;BA
0000.29.3203;PRADO;BA
0000.29.3206;ITACARÉ;BA
0000.29.3248;ILHÉUS;BA
0000.29.3278;ITACARÉ;BA
0000.29.3292;PORTO SEGURO;BA
0000.29.3388;MARACÁS;BA
0000.29.3402;MARAÚ;BA
0000.29.3403;MARAÚ;BA
0000.29.3404;MARAÚ;BA
0000.29.3412;IGRAPIÚNA;BA
0000.29.3413;CAMAMU;BA
0000.29.3431;ITACARÉ;BA
0000.29.3433;UNA;BA
0000.29.3464;UNA;BA
0000.29.3472;OUROLÂNDIA;BA
0000.29.3552;SÃO DESIDÉRIO;BA
0000.29.3733;ESPLANADA;BA
0000.29.3734;MARAÚ;BA
0000.29.3792;PIRAÍ DO NORTE;BA
0000.29.3793;ITUBERÁ;BA
0000.29.3793;PIRAÍ DO NORTE;BA
0000.29.3794;JAGUARIPE;BA
0000.29.3795;JAGUARIPE;BA
0000.29.3834;JACOBINA;BA
0000.29.3835;JACOBINA;BA
0000.29.3836;CAÉM;BA
0000.29.3836;JACOBINA;BA
0000.29.3837;JACOBINA;BA
0000.29.3838;JACOBINA;BA
0000.29.3839;JACOBINA;BA
0000.29.3840;JACOBINA;BA
0000.29.4035;TAPEROÁ;BA
0000.29.4047;MIGUEL CALMON;BA
0000.29.4133;MARAÚ;BA
0000.29.4238;ESPLANADA;BA
0000.29.4239;ESPLANADA;BA
0000.29.4240;JACOBINA;BA
0000.29.4241;JACOBINA;BA
0000.29.4242;JACOBINA;BA
0000.29.4243;JACOBINA;BA
0000.29.4244;JACOBINA;BA
0000.29.4341;IRECÊ;BA
0000.29.4403;FEIRA DA MATA;BA
0000.29.4408;MORRO DO CHAPÉU;BA
0000.29.4409;MORRO DO CHAPÉU;BA
0000.29.4410;MORRO DO CHAPÉU;BA
0000.29.4614;CAMAMU;BA
0000.29.4664;ITACARÉ;BA
0000.29.4665;MUCURI;BA
0000.29.4674;MUCURI;BA
0000.29.4675;ILHÉUS;BA
0000.31.0355;BONITO DE MINAS;MG
0000.31.0355;CÔNEGO MARINHO;MG
0000.31.0355;JANUÁRIA;MG
0000.31.0360;SETE LAGOAS;MG
0000.31.0361;CORONEL XAVIER CHAVES;MG
0000.31.0361;PRADOS;MG
0000.31.0361;SANTA CRUZ DE MINAS;MG
0000.31.0361;SÃO JOÃO DEL REI;MG
0000.31.0361;TIRADENTES;MG
0000.31.0363;SENADOR MODESTINO GONÇALVES;MG
0000.31.0365;MAR DE ESPANHA;MG
0000.31.0366;ARCOS;MG
0000.31.0366;PAINS;MG
0000.31.0367;OURO PRETO;MG
0000.31.0368;LAGOA SANTA;MG
0000.31.0368;PEDRO LEOPOLDO;MG
0000.31.0370;BETIM;MG
0000.31.0370;CONTAGEM;MG
0000.31.0383;CATAGUASES;MG
0000.31.0384;NOVA LIMA;MG
0000.31.0385;ARAPONGA;MG
0000.31.0385;DIVINO;MG
0000.31.0385;ERVÁLIA;MG
0000.31.0385;FERVEDOURO;MG
0000.31.0385;MIRADOURO;MG
0000.31.0385;MURIAÉ;MG
0000.31.0385;PEDRA BONITA;MG
0000.31.0385;SERICITA;MG
0000.31.0386;CHAPADA GAÚCHA;MG
0000.31.0387;GRÃO MOGOL;MG
0000.31.0388;DIAMANTINA;MG
0000.31.0389;JAÍBA;MG
0000.31.0390;MATIAS CARDOSO;MG
0000.31.0391;MANGA;MG
0000.31.0392;CARMÓPOLIS DE MINAS;MG
0000.31.0392;CLÁUDIO;MG
0000.31.0393;ITAMARANDIBA;MG
